3256212126, 2018-10-02T17:46:12.000Z, 5, 0, 0, 2.3.2, Herlig, Det er nemt, 1neets
2067924516, 2018-01-08T03:41:04.000Z, 5, 0, 0, 2.1.2, Nordea dejlig nemt, Nemt og smart at kunne logge ind via fingeraftryk, Jannickhess
2067287633, 2018-01-07T22:46:40.000Z, 2, 0, 0, 2.1.2, Mobilbank, Den er god til at tjekke konto. Drøn irriterende at man skal ha nemid på sig for at betale en regning., Sammi290612
2067109588, 2018-01-07T21:16:08.000Z, 5, 0, 0, 2.1.2, 😍, Så glad for appen!!👍🏽😍, mullefizen
2065989180, 2018-01-07T13:16:35.000Z, 4, 0, 0, 2.1.2, IPHONE X, Lav så den passer til iPhone X og så man kan logge på med FACEID, Michaelbn301
2063049307, 2018-01-06T15:30:20.000Z, 5, 0, 0, 2.1.2, Virker perfekt som banken, En super nem mobilbank let at bruge og enkel i opbygning. Super produkt, Søren als
2062175863, 2018-01-06T09:40:31.000Z, 5, 0, 0, 2.1.2, Super fint app., Super fint og brugervenlig app. Jeg ønsker hvis man kunne bruge alle funktioner fra mobilen som fra computeren som overførsel til udland og man kan historik på betalingerne., Nidal A.
2060655262, 2018-01-05T22:41:07.000Z, 1, 0, 0, 2.1.2, Uduelig, Hej Katrine. Der er ganske simple ting ved netbanken som gør den ugidelig. Fx når man ser på sine posteringer følger der ikke nogen saldo med ved siden af....??? Nordeas netbank er det man kalder “kontokik” i forhold til andre bare stadig endnu dårligere. Jeg har faktisk en del grunde til at syntes dårligt om den. Hvis du ringer til mig på 20781218 kan jeg give dig seriøs forklaring/råd til opfattelsen af netbanken. En par småting ville sætte den op på det niveau jeg kalder middel.  Jeg har haft 4-5 forskellige banker og Nordeas netbank er absolut den værste. Det er irriterende med den lange kode når man logger ind og den er ikke simpel at bruge. Til gengæld kan man få smidt pop-up beskeder i ansigtet konstant pga fejl og andre ligegyldige opslag. Møns bank har en fed netbank der er i orden og fungerer. Glem det med at udvikle jeres egen for det kan man allerede regne ud vil være et dødsprojekt. Ring gerne hvis jeg skal beklage mig mere over den elendige netbank., Gubbergoj
2059073002, 2018-01-05T11:00:53.000Z, 2, 0, 0, 2.1.2, Tilbagetast (backspace) virker ikke, Når jeg vil rette i navnet på kontohaver ved oprettelse af en betaling virker backspace ikke.  Jeg bruger iPad Pro med Apples Magic Keyboard.  Med det virtuelle tastatur virker det godt nok., Ole Rene P
2056999453, 2018-01-04T18:25:49.000Z, 5, 0, 0, 2.1.2, Very easy to use, App itself very user friendly and easy to use not to much menus etc, Tauqeerkethwal
1999256431, 2017-12-15T20:50:49.000Z, 1, 0, 0, 2.1.2, Nordea app, Virkelig dårlig. Se på konkurrenten DB og lær, Yamashiro dk
1998671831, 2017-12-15T15:20:50.000Z, 4, 0, 0, 2.1.2, Udmærket app, ... det meste fungerer upåklageligt eneste anke vedrører maildelen som ofte er ude af drift, Jan-8660
1998394615, 2017-12-15T13:01:23.000Z, 4, 0, 0, 2.1.2, Tilfredsheds tilkendegivelse:, En god sikker og hurtig betalingsmåde, Gerhard Bredo Simonsen
1998056619, 2017-12-15T10:02:38.000Z, 3, 0, 0, 2.1.2, Meget middelmådig og skrabet oplevelse, Skrabet oplevelse som ikke virker som om den er designet til mobil a’la 2017. Nærmere en gammel webside fra 90’erne. Funktionaliteten er yderst skrabet men virker dog altid upåklageligt. Eneste egentlige funktionaliteter er saldo overførsler og betaling af regninger., sbeam
1996506716, 2017-12-14T18:57:27.000Z, 3, 0, 0, 2.1.2, Face ID, Hvornår forventer i at have face id klar, kimped
1996116214, 2017-12-14T15:14:18.000Z, 5, 0, 0, 2.1.2, Nem at betjene., Hurtig og sikker både på iPhone og iPad og nem at betjene., Fornem en nem Netbank
1992593101, 2017-12-13T06:44:47.000Z, 1, 0, 0, 2.1.2, iPhone X, Hvor bliver iPhone X opdateringen af? I var hurtigt ude med applepay dog mangler vi stadig FaceID og iPhone X opdatering., Warmadsen
1990163745, 2017-12-12T08:49:01.000Z, 1, 0, 0, 2.1.2, Ikke intuitiv, Appen fra Danske Bank er væsentlig bedre!, Wise guy 1234
1987859593, 2017-12-11T10:24:28.000Z, 3, 0, 0, 2.1.2, Mobilbank, Syntes det er lidt øv at den ikke opdatere med det samme hva man har til rådighed på kontoen ellers virker den som den skal., Nhdsdikcxryhc
1987745196, 2017-12-11T09:18:15.000Z, 1, 0, 0, 2.1.2, Abc, Der er næsten hele tiden fejl på den, Mkelleabc
1983261657, 2017-12-09T16:43:25.000Z, 5, 0, 0, 2.1.2, Fast and east to use, Nordea bank is a very easy app to use. It works fast and give a very good overview upon accounts. Transfers between accounts is just done with few clicks; great! And now with the payment cards in the app it is even better both to pay on shops and access invoices. Well done!, Pierre the dans
1980173728, 2017-12-08T13:16:55.000Z, 3, 0, 0, 2.1.2, Missing total balance next to each transaction, In order to get a better overview we need to see the total account balance next to each transaction. It is not enough to just see what the debit or credit value was we need to see the remaining balance as well next to every transaction., RolfErRen
1978382072, 2017-12-07T20:58:53.000Z, 5, 0, 0, 2.1.2, Salgs-og logistik assistent, Fungerer super, Bryldt
1978302334, 2017-12-07T20:07:57.000Z, 1, 0, 0, 2.1.2, Over rated, At denne app pt. har 4.5 er uforståeligt. Den er simpel og klarer de alm. opgaver - ikke mere. Jeg synes ikke i skulle satse og arbejde mere seriøst med denne app - hvor kan give feedback ud over her? Den app mangler f.eks.: - Generelt mere lækkert UI. - Flere muligheder for tilpasning hvorfor skal man tvinges til at se kommende betalinger og beløbsmotagere? -Løbende saldo -Grafik/statistik -Søgning -Tilmelding til BS -BS oversigter/historik, MNI9
1978179417, 2017-12-07T18:50:21.000Z, 5, 0, 0, 2.1.2, Glad for det hele undtagen de små felter til nem id  p.g.a. Svagsyn, Det er en stor og nem hjælp i hverdagen men hvor ville jeg ønske at de små felter til nem id var meget større ( svagtseende) !!!!, Madam Christensen
1975651838, 2017-12-06T19:09:18.000Z, 3, 0, 0, 2.1.2, Nemt med touchID men besværligt med NemID, Dejligt nemt... men irriterende at man skal bruge nemID hver gang man skal sende penge..., gni83
1975165318, 2017-12-06T14:28:00.000Z, 5, 0, 0, 2.1.2, Pretty handy, It’s pretty handy app.I am using it often on IPhone 6 and never had any problems with it., Sesuone
1973385620, 2017-12-05T21:36:48.000Z, 1, 0, 0, 2.1.2, Utilstrækkelige features, Appen virker men manglen på features som f.eks. Forbrugsoversigt der kunne gøre det en del nemmere at holde styr på sit forbrug. Jeg synes at det er skuffende at en bank af Nordeas størrelse ikke har en bedre mobilbank app. I burde kigge på Vestjysk banks mobilapp og tage ved lære☝🏻, Skinnes
1973175095, 2017-12-05T19:23:25.000Z, 5, 0, 0, 2.1.2, Anmeldelse, Det bedste god jul!, Gørdi/Gurden/Nurden/sten
1973154347, 2017-12-05T19:10:32.000Z, 1, 0, 0, 2.1.2, Utilfreds meget, Klokken er ca 20:58 og jeg ved at betale min gas regning som er forfalden dd men det kan jeg for der er lukket for i dag. Det ikke ok - jeg klarer det hele selv det er min penge og bruger ikke engang en medarbejders tid. Nu kan I ikke engang levere en vare rettidig så  nu betales regningen for sent. Jeg er så tæt på at flytte det sidste til Coop Bank der kan jeg godt betale 24-7., Coop kan
1972918183, 2017-12-05T16:53:52.000Z, 3, 0, 0, 2.1.2, Manglende mobilepay kommentarer og Face ID?, Hvornår for i Face ID login til iPhone X ?  Og ligeledes hvornår kan man se mobilepay kommentarer i kontooversigten - det transaktions nr der er idag er ubrugeligt. Danske Bank har MP kommentarer i deres mobilbank, Christian2870
1972238686, 2017-12-05T10:53:42.000Z, 1, 0, 0, 2.1.2, Oldschool og minus innovativ, Se hvad Danske Bank gør., Csiglarsen
1970585396, 2017-12-04T18:29:00.000Z, 4, 0, 0, 2.1.2, Simple to use, It's a nice and simple app - but missing some more advanced functions like creating a budget and following up on same using actual transactions..., MollerMP
1970499059, 2017-12-04T17:38:10.000Z, 4, 0, 0, 2.1.2, Dejligt med Face ID login til X 👍, Synes det er en fin app så man bruger sjælden den på web med mindre der skal festes med regninger og sån’ 😏, doerge
1970328820, 2017-12-04T16:01:02.000Z, 5, 0, 0, 2.1.2, Top klasse hjemmeside, Nordea har et gennemtænkt system som altid virker. Det er intuitivt og brugervenligt., Rdoessing
1969262225, 2017-12-04T06:04:45.000Z, 5, 0, 0, 2.1.2, Perfekt!, Fungerer optimalt og efter hensigten!!, Jonna Regitze Rosenborg
1968277311, 2017-12-03T20:21:27.000Z, 4, 0, 0, 2.1.2, Improvements, I Think you are doing a great job at slowly improving the app most of the features you add are helpful and convenient., Anders Rønne
1968212216, 2017-12-03T19:42:21.000Z, 5, 0, 0, 2.1.2, Super, Fungere godt, Hr ok
1965334259, 2017-12-02T17:16:30.000Z, 3, 0, 0, 2.1.2, FACE id, Hvornår kan vi bruge FACE id, Jan Møllbach
1965131861, 2017-12-02T15:29:43.000Z, 1, 0, 0, 2.1.2, Useriøst, This app is seriously a joke..., Kaave Pour
1964542161, 2017-12-02T10:34:28.000Z, 4, 0, 0, 2.1.2, Mobilbank, God. Jeg bruger den stort set til alt men når man skal rette i en betaling ville jeg ønske at man ikke først skal slette den for så at oprette den igen men blot kunne rette dato eller beløb. Derudover ønskes et forbrugsoverblik hvor den inddeler ens forbrug i forskellige kategorier så man kan få en fornemmelse af hvad ens penge reelt går til. Jeg er ikke interesseret i at bruge Spiir men ville ønske det var en funktion Nordea kunne implementere i mobilbanken., Idoform
1963080834, 2017-12-01T20:04:49.000Z, 2, 0, 0, 2.1.2, IPhone x, kan i ikke lave app til den ny iphone x skærm, Nickdk :)
1962933820, 2017-12-01T18:33:00.000Z, 4, 0, 0, 2.1.2, Opdatering, Generelt god app.  Jeg savner dog følgende: - at de penge der er gået ind på kontoen er markeret med grøn og den anden vej med rød.  - at man på sin IPhone X kan logge ind med face-id.  Lidt kedeligt at I ikke er hurtigere ude med opdateringer derfor kun 4 stjerner., MTIDOM
1962688904, 2017-12-01T16:13:54.000Z, 1, 0, 0, 2.1.2, Lort, Den er helt vildt dårlig. Hvordan kan det være at man skal igennem så meget indtasrning af kode nem id mv for at betale f... 110 kr på et betalingskort? Kan man scanne kortet? Nej! Hvad pokker er ideen med touch id hvis man alligevel skal indtaste nem id mv? Jeg kan med touch id handle for MERE end 200kr med applepay i langt de fleste butikker. Ja det er visakort. I dont care. Brugeroplevelsen er i top. Den stinker simpelthen når jeg bruger nordeas app. På SÅ mange punkter. Nok til at jeg gider bruge en fredag eftermiddag på at brokke mig over det. Kom nu ind i kampen nordea så bliver vi mega glade. Til daglig er vi ligeglade men når man så lige skal bruge appen... så bliver man sur. Go weekend tror nok jeg bliver glad igen 😘, SÅ dårlig brugeroplevelse
1962679448, 2017-12-01T16:08:58.000Z, 2, 0, 0, 2.1.2, Ikke så brugervenlig, Appen fungerer men er ikke så brugervenlig. Man skal bruge login og nem id for mange gange og appens design er ikke særlig nutidigt. Forbedringsmuligheder kunne være: Overførsel mellem egne konti uden nemid. Kun et login med nemid pr brug af appen. Det skal være muligt at klikke ind på en postering og se specifikationer. Det skal vises ved hver ind/udbetaling på kontooversigten hvad saldo var på det givne tidspunkt. Mulighed for scanning af regninger., LSThomsen
1961396128, 2017-12-01T04:12:01.000Z, 3, 0, 0, 2.1.2, Søgefunktion, Mangler søgefunktion på konto. Så man kan søge på navn beløb eller modtager, Førstegangs gravid
1960042028, 2017-11-30T14:29:29.000Z, 2, 0, 0, 2.1.2, Kan være bedre, De nye farver er grimme. Og jeg savner mulighed for at søge i kontoudtog enten fritekst eller på periode. Det tager meget lang tid at scrolle tilbage i tid., Nevado
1959733817, 2017-11-30T11:44:33.000Z, 4, 0, 0, 2.1.2, Gg, Good enough, Y-tingz
1959170508, 2017-11-30T06:02:43.000Z, 4, 0, 0, 2.1.2, Afmærkning, Virker godt. Men mangler lidt funktionen om at man kan afmærke et beløb ligesom på netbank på computeren :), AnitaTranberg
1958065737, 2017-11-29T18:38:37.000Z, 4, 0, 0, 2.1.2, Mail, Kunne være fedt hvis man kunne læse mails fra banken, Sir Kofoed
1956814215, 2017-11-29T06:14:16.000Z, 1, 0, 0, 2.1.2, Bryder ned gentagne gange!, Ikke stabil - flere gange nedbrud trods G4/fiber wifi...., Dimmu Borgir Forever
1955933593, 2017-11-28T21:19:59.000Z, 4, 0, 0, 2.1.2, Support for IPhone X og FaceID, Som titlen fint beskriver så mangler I at optimere jeres app til IPhone X og så man kan logge ind med FaceID. Ellers super fin app 👍🏾👍🏾, yahoox432
1955517308, 2017-11-28T16:53:37.000Z, 1, 0, 0, 2.1.2, Ringe app, Når man har været vant til app’en fra danske bank - så er denne oldnordisk!, 86rollo
1954889949, 2017-11-28T10:54:19.000Z, 5, 0, 0, 2.1.2, The best, The best bank for youth living in Denmark ., Himal KC
1954854202, 2017-11-28T10:32:20.000Z, 4, 0, 0, 2.1.2, Pænt med plads til forbedringer, Det fungerer sikkert og stabilt men jeg savner noget overblik og detaljer på en del betalinger.  Samarbejdet med mobilePay/Danske Bank kræver ekstra arbejde for at kunne genkende eller huske betalingen. Blandt flere andre., Bøgfuzz
1952820853, 2017-11-27T13:50:42.000Z, 4, 0, 0, 2.1.2, Det meste virker !, Betaling af regninger med kamerafunktionen har aldrig virket, kunde S
1952258243, 2017-11-27T08:15:52.000Z, 4, 0, 0, 2.1.2, Nøglekort, Der burde sættes en beløbsgrænse så man ikke behøver nøglekort ved overførsel af mindre beløb eks. 1000 kr., Mads Justesen
1952118437, 2017-11-27T06:36:44.000Z, 3, 0, 0, 2.1.2, Næsten halv så god som Danske Banks, Man skulle tro at Nordens største bank havde en mobilbank der kunne følge med konkurrenterne men selv år efter de selv indså det er det desværre svært at se de indhenter.  Et par forslag kunne være kortaktivering (som hos DB) investor som integreret del hvor man som minimum kan se sine tab/gevinster (som man kan i jeres pc version) og forbrugsoversigt som selv mange små sparekasser har.  Og sidst men ikke mindst bliver I simpelhen nød til at få styr på jeres mailservice. Det er bare ikke godt nok at jeg nærmest forventer den ikke virker når I har sendt en SMS om at man har ny post., ZebitDK
1950855610, 2017-11-26T17:36:25.000Z, 2, 0, 0, 2.1.2, Fungerer men mangler sans for deltajen, Appen kan det helt basale men den er meget frustrerende og svær at bruge. Den mangler simple funktioner som f.eks afstemning af historikken på kontoen. Designet er ikke særligt intuitivt og har underlige detaljer hvilket navigationen meget forvirrende.  ---  Hej Dennis tak for dit svar! I forhold til afstemning så snakker jeg om at der skal være en lille checkbox (ligesom på jeres hjemmeside) som man kan krydse af når man har afstemt kontobevægelsen. Hvis i får det ind i appen så skal jeg nok opdatere mit review til 3 stjerner :-), Kumuluzz
1950754957, 2017-11-26T16:43:29.000Z, 5, 0, 0, 2.1.2, Saldo SMS, Er bare ked af at min saldo SMS ikke kan aktiveres igen😢, Lone Romby
1950640237, 2017-11-26T15:43:47.000Z, 4, 0, 0, 2.1.2, Opdater!, Få den nu opdateret til iPhone X så man kan logge ind med facial nu hvor man ikke kan med touch. Det er ikke særlig smart at skulle bruge til nem-id hver gang man skal tjekke sin konto. Edit: Touch = face men perfekt er det muligt i kan ændre teksten så?, coolstev
1950594505, 2017-11-26T15:19:47.000Z, 5, 0, 0, 2.1.2, Super dejligt, Er glad for min mobilbank kan altid lige hoppe ind og se hvad der står. Eller man lige kan overføre så super skønt med banken i hånden 👍, Mickiice
1949805262, 2017-11-26T07:45:57.000Z, 5, 0, 0, 2.1.2, super app, God og nemt app., LucyMercer
1949625787, 2017-11-26T05:54:53.000Z, 5, 0, 0, 2.1.2, Nemt og hurtigt, Det er nemt og hurtigt at bruge og jeg kan danne mig overblikket på farten..., Elisabethpostborg
1948675356, 2017-11-25T20:27:42.000Z, 3, 0, 0, 2.1.2, Sortering, Der mangler mulighed for at sortere og filtrere posteringer, Thoho 7
1948019305, 2017-11-25T14:31:07.000Z, 3, 0, 0, 2.1.2, God app der kan blive bedre, - Tilføj en in-app mulighed for direkte feedback! - Betalinger der ligger efter d. 25 i måneden bør kunne konfigureres til at tælle med i NÆSTE måned i oversigter. - Godkendte betalinger forsvinder fra lister omkring betalingstidspunktet OG TÆLLER IKKE MED I TOTALERNE for sidenhen at dukke op igen efter processering (utilgiveligt for en financiel virksomhed!), JaybeeDeeKay
1947353435, 2017-11-25T08:14:51.000Z, 5, 0, 0, 2.1.2, Fungerer bare, Har egentlig aldrig oplevet at app’en ikke fungerer som den skal., kjhmorg
1947329836, 2017-11-25T08:00:14.000Z, 1, 0, 0, 2.1.2, Langsomt., Appen fungerer desværre meget meget langsomt.  Derudover er det irriterende at man skal bruge NemID ved næsten alle funktioner., HPFersød
1947062826, 2017-11-25T05:13:02.000Z, 5, 0, 0, 2.1.2, Mobilbank, Hurtig og nem at bruge, corsabent
1945986865, 2017-11-24T18:45:25.000Z, 5, 0, 0, 2.1.2, Netbank, Nem og overskuelig let at bruge, Benny Svale
1944978908, 2017-11-24T09:50:53.000Z, 5, 0, 0, 2.1.2, Tidsspilde, Jeg kan overhovedet ikke komme ind på sport efter opdatering. Gider ikke slås meddelt skidt  mere., Daniella Laubech
1944646791, 2017-11-24T06:20:28.000Z, 2, 0, 0, 2.1.2, Ingen optimering til iPhone X, Synes at appen virker bedaget og halter ofte bagud ift. nye muligheder.   Særligt når man ved hvor stor Nordea-koncernen er så burde de være digitale frontløbere og ikke bare sidde passivt bagerst i bussen., Calsi
1943588356, 2017-11-23T19:48:54.000Z, 1, 0, 0, 2.1.2, Mangelfuld, Der kunne godt være mange flere funktioner. Ærgerligt man ikke kan få en bedre oversigt over i økonomien som fx ved jeres konkurrenters app., Chrissss123
1943439319, 2017-11-23T18:19:26.000Z, 2, 0, 0, 2.1.2, Forslag, Det tager op til flere dage før pengene bliver trukket.  Ville være rart hvis den automatisk  kunne sortere beløbene op i forbrug. Feks: benzin fast food tøj osv som Sparekassen Sjælland har, Strandioden
1943438571, 2017-11-23T18:18:59.000Z, 4, 0, 0, 2.1.2, Login muligheder, Man kan logge ind via nem-id og touch-id men man mangler at kunne logge ind via Face-id.  Man kan allerede betaler med face id hvis man har Nordea så vi mangler bare ovenstående., Javabrowser
1943420762, 2017-11-23T18:08:46.000Z, 3, 0, 0, 2.1.2, Vurdering, Jeg kunne godt tænke mig at man kunne se de reserveret beløber det vil give større overblik af kontoen., DennisHansen
1943240539, 2017-11-23T16:30:22.000Z, 3, 0, 0, 2.1.2, Der mangler en søgefunktion, Overordnet set virker appen fornuftigt. Men der mangler helt enormt meget en søgefunktion hvor man kan søge efter beløb og/eller tekst., Alexander Wiberg
1942193705, 2017-11-23T07:06:55.000Z, 4, 0, 0, 2.1.2, IPhone X, Rigtigt god app. Klæder den er blevet opdateret med de nye farver.   Hvornår for i den opdateret til det nye skærm format på iPhone X, Dennis Blaaberg
1941205466, 2017-11-22T22:12:21.000Z, 3, 0, 0, 2.1.2, Kan blive bedre..., Elsker mobilbank... dog kommer jeg fra danskebank og deres mobilbank var lige i øjet med mange flere muligheder..., Mette168
1940937137, 2017-11-22T19:36:01.000Z, 5, 0, 0, 2.1.2, Brugervenligt og funktionelt, Høj brugervenlighed fungere som det det sjældent stødt på problemer., Krogh Rikke
1940560953, 2017-11-22T16:14:27.000Z, 5, 0, 0, 2.1.2, Rigtig god mobilbank, Virker altid er simpel og brugervenlig kan virkelig anbefales., Dam fra dk
1940055663, 2017-11-22T12:24:39.000Z, 5, 0, 0, 2.1.2, Tak, Tak for Apple Pay!, Bisitor
1937192837, 2017-11-21T11:50:05.000Z, 1, 0, 0, 2.1.2, Anmeldelse, Det er en mangel at man ikke kan åben de enkelte poster og se flere detaljer fx kreditor.  Kunne være rart med en overbliksdiagram over forbrug fordelt på typer af udgifter.  Ligeledes kunne en løbende saldo når man bladrer ned gemme en konto være rart., louisa moesyr
1936715164, 2017-11-21T07:38:09.000Z, 5, 0, 0, 2.1.2, Luksus.., Så luksus at have den i hånden.., Tyrker ida
1935659512, 2017-11-20T20:15:02.000Z, 2, 0, 0, 2.1.2, Ok bank app, Men er noget bagud i forhold til andre meget smartere bank apps., Jesperjh
1935518701, 2017-11-20T18:40:26.000Z, 5, 0, 0, 2.1.2, Hurtigt og nemt!!, Det er skønt at kunne tjekke sin saldo på 10 sek og have overblik over ens forskellige konti. Mega tilfreds!!, Hann7496
1935102984, 2017-11-20T14:38:39.000Z, 5, 0, 0, 2.1.2, Mobilbank, Når mobilbank virker er det godt. Det er for mange nedbrud i jeres mail, 7987Erik
1933381053, 2017-11-19T20:30:42.000Z, 1, 0, 0, 2.1.2, Mangel på design, Syntes generelt at designet på appen mangler et ordentlig overhaling den danske bank app som min kæreste har er bare så meget mere lækker og se på og brugervenlig. Håber i redesigner appen så mere enkelt. Desuden understøtter appen heller ikke iphone X. Vil gerne give jer 5 stjerner hvis i vil lave der mere lækkert og se på. Fx i danske bank app kan man se i katgorier hvad og hvor pengene er brugt henne men kan holde styr på hvor pengene er gået henne osv. Det så meget mere brugervenligt. Der PBS oversigt designet er så meget bedre håber i lærer lidt af den app. Giv os Nordea kunder os mulighed for at se på flot design og kunne kategorisere vores indbetalinger osv., Tuzinje
1933312214, 2017-11-19T19:46:22.000Z, 1, 0, 0, 2.1.2, Langsomt og ikke brugervenligt ift. andre bankers mobilbanksløsninger, -Kræver mange tastetryk for at logge ind. -Ikke mulighed for rangering/prioritering af konti som i netbanken. -Slettede (lukkede) betalingskort fremgår fortsat i mobilbanken og man kan ikke fjerne dem. -Dårlige anvisninger/informationstekst ifm. betalinger. Ikke logisk. -Uhyggeligt langsom., Dennis Ø. Hansen
1932104192, 2017-11-19T08:39:02.000Z, 1, 0, 0, 2.1.2, Mangel på overblik, Jeg synes der mangler overblik på ens konto. man kan nemlig kun se hvad beløb der er trukket og hvad ens konto er lige nu ikke hvordan kontoen så ud inden der blev trukket et beløb., Davidreece
1930458419, 2017-11-18T16:15:32.000Z, 4, 0, 0, 2.1.2, Fungerer som det skal og meget stabilt., Fungerer som det skal og har de funktioner man skal bruge, TH2300
1930456832, 2017-11-18T16:14:44.000Z, 5, 0, 0, 2.1.2, Dejlig nem at bruge, Skønt at kunne klare det meste lige når og hvor man får lyst 😊👍🏻, Lilemyr
1930242978, 2017-11-18T14:25:39.000Z, 2, 0, 0, 2.1.2, Grafer, Jeg synes der mangler grafer over ens forbrug i fx. Dagligvarebutikker tøjbutikker faste udgifter fast food kiosk/tankstation mv..., majanicolai
1929507072, 2017-11-18T07:43:30.000Z, 4, 0, 0, 2.1.2, Rigtig god, Kunne godt tænke mig at man kunne se kommentar på bankoversigt, Tony Tim 1970
1929477589, 2017-11-18T07:25:41.000Z, 3, 0, 0, 2.1.2, Besværlig mobilbank, Ved betaling først logger man indkom i sig selv er ok nemt men skal man så betale til nogen så skal man igen skrive sin kode og yderligere du nem id nummer det er bare for besværligt så nøjes dog med een af tingene man er jo under stor sikkerhed logget ind i forvejen😩, Lemmicke
1929393030, 2017-11-18T06:32:45.000Z, 5, 0, 0, 2.1.2, Rådighedsbeløb?, Kan i ikke lave sådan at man let kan se ens rådighedsbeløb?, SCALLK
1927101787, 2017-11-17T07:36:56.000Z, 5, 0, 0, 2.1.2, Min bank, Min bank er altid lige ved hånden, Mariannefyn
1925826091, 2017-11-16T18:55:16.000Z, 3, 0, 0, 2.1.2, Hvor blev “ryste-log ud” af?, Ja hvorfor forsvandt denne funktion med den nye udgave af Netbank egentlig og fik brugerne info om ændringen??, lpjorn
1925539038, 2017-11-16T16:03:26.000Z, 5, 0, 0, 2.1.2, Betalinger, Ville være dejligt hvis man kunne se kommende betalinger, Alice Dan bolig
1924766775, 2017-11-16T09:14:21.000Z, 3, 0, 0, 2.1.2, Manglende funktioner, Det ville være rart at kunne søge på debitor/ kreditornavn og evt. Beløb som det er tilfældet i min kæreste Sydbank app.  Den virker mere smidig og giver dig som bruger flere valgmuligheder., Tomas0895
1924608127, 2017-11-16T07:42:08.000Z, 1, 0, 0, 2.1.2, Intet nyt, Måske den dårligste bank app i Danmark. Næsten liså dårlig Nordea webbank., Phcphc
1923316585, 2017-11-15T18:16:09.000Z, 3, 0, 0, 2.1.2, Ikke godt-nok, Man kan ikke definere hvad man har brugt eller modtaget. Alt er den samme farve og uoverskueligt.   Pengene bliver altid trukket så sent. Måske det ville være smart at man instantly kunne se en minus beregning når man har swippet kortet.  Hvis man nu fx betaler 400 kr og en veninde mobilepayer 200 kr så ligger disse to tal så langt fra hinanden og man har svært ved egentlig lige at regne ud eller udligne hvordan man har brugt sine penge..... ikke særlig convenient, Lfabh
1920891546, 2017-11-14T17:15:17.000Z, 2, 0, 0, 2.1.2, Langsom mail virker næsten aldrig., Som titel., hdcth
1920338853, 2017-11-14T12:03:37.000Z, 4, 0, 0, 2.1.2, Kun een mangel, Fungerer fint let at bruge osv. Bare ærgerligt at man ikke kan se hvad saldoen var ud fra hver post at man ikke kan slå den funktion til., slaedefup
1920222641, 2017-11-14T11:00:20.000Z, 5, 0, 0, 2.1.2, Christina Kisbye christensen, Godt nemt og sikkert, Christina Kisbye Christensen
1919984795, 2017-11-14T08:36:43.000Z, 1, 0, 0, 2.1.2, Nordeas netbank, Nordeas netbank er lidt for firkantet og ikke så lækker som den kunne være. De gemte betalingsposter i bunden er unødige og grafikken kunne være mere rund og lækker med for eks træk og slip funktioner... Men den klarer jobbet, Per G@mer
1919895327, 2017-11-14T07:38:21.000Z, 2, 0, 0, 2.1.2, Overblik, Vil gerne have overblik oversigt over hvilke områder de forskellige beløb eventuelt brugt på såsom tøj brændstof bolig og så videre, Nick Mejlgaard
1919890356, 2017-11-14T07:34:59.000Z, 5, 0, 0, 2.1.2, Mobilbank - en uundværlig følgesvend i hverdagen, Mobilbank har fungeret upåklageligt for mig og gjort min hverdag lettere ikke mindst når jeg er hjemmefra for at passe børnebørn på Sjælland og i Vendsyssel 👍, kirjulren
1918443819, 2017-11-13T16:21:53.000Z, 5, 0, 0, 2.1.2, Fint, Glad for det og vil gerne kunne se en løbende saldo ved siden af hver transaktion når man kigger på historikken., Kaya København
1917385448, 2017-11-13T05:37:12.000Z, 3, 0, 0, 2.1.2, Kig på de andre systemer, Besværligt at bruge når man skal have nemid og kode., Fffthyhhgctyy
1916645788, 2017-11-12T22:00:36.000Z, 5, 0, 0, 2.1.2, Mobil banker slår køen i banken, Det er nemt hurtigt og opdateringer når jeg sover.... 👍👍, Bagheerah
1916096563, 2017-11-12T16:16:55.000Z, 1, 0, 0, 2.1.2, Anmeldelse, Dårlig logik mht. kodeord NemId og password. Overvejer at skifte til Danske Bank udelukkende pga. den ekstrem dårligt fungerende Nordea mobilbank!, perhorn
1915496211, 2017-11-12T10:53:44.000Z, 5, 0, 0, 2.1.2, Super, Jeg er rigtigt glad for den og har altid brugt den til at ha overblik over mine kontoer., nimco hassan
1915219961, 2017-11-12T08:03:43.000Z, 4, 0, 0, 2.1.2, Betaling girokort/Betaling til andre virker ikke, Stadig en fejl november 2017.  Ellers ok men betaling virker stadig ikke på iPhone 6. Lige meget om der tastes eller scannes. Der vises en OK-knap. Klik på den og der sker intet. På iPad mini virker det fint her klikkes på næste for at vælge beløb og betalingsdato. Fik 12/11-17 besked fra udvikler om afinstallering. Det virkede ikke. Prøvede igen og så at betalingstype +71 der var hentet fra gemt beløbsmodtager stod uskarpt på skærmen. Jeg fjernede beløbsmodtageren og prøvede igen. Nu virker det. På iPad er der ingen problem med den gemte beløbsmodtager. Mærkeligt., Monty Sunyard
1914292189, 2017-11-11T22:51:31.000Z, 3, 0, 0, 2.1.2, Ryste log'ut, Savne at man skal ryste for at logge ud..., Christina Collin13
1914107738, 2017-11-11T20:51:07.000Z, 1, 0, 0, 2.1.2, Vis dog en oversigt!, Hvorfor kan I ikke lave en oversigt over ens forbrug i kategorier ligesom alle andre banker gør., Snnwlff
